site_id,season,n,rmse,mae,rmse_skill_vs_persistence,mae_skill_vs_persistence
3,winter,5976,6.84492365988706,4.268178522347446,0.24609445992147105,0.19131482787755028
3,spring,52440,26.734881324856342,16.96586196791753,0.028374078560188254,0.01954390974660747
3,summer,21768,16.45982596343314,8.26946530802992,0.06774256129374634,0.17395339720689196
3,fall,8544,4.734058318353093,2.8070881268504855,0.18678170574226627,0.0971008773543297
4,winter,7896,14.791700652862161,8.920159914814834,0.043531024196158286,0.03536565425009819
4,spring,52440,26.777407877824395,18.4976601496623,0.00018013922027126927,-0.019724615463060147
4,summer,19488,11.51568941933118,7.550441776981886,0.186468963403412,0.20145841790714558
4,fall,7728,9.78959213582054,5.655400402921081,0.05269410180377665,0.012485443129051643
