site_id,season,n,rmse,mae,rmse_skill_vs_persistence,mae_skill_vs_persistence
1,winter,8640,3.2686959802230646,2.4725528642765884,0.4174631084554844,0.41179098582462037
1,spring,52440,3.4502542867352095,2.5721911095811265,0.5348813323866077,0.5510538613809718
1,summer,23232,2.577608856423571,1.8863280340330033,0.7460074495060471,0.7682766477535354
1,fall,8736,2.7949296124510252,2.056200594470643,0.6267431128744174,0.6457689292413877
2,winter,8640,10.535426834423372,6.05514545709507,0.26493145503491733,0.3062643611623287
2,spring,52440,11.963257926271163,7.7760100818283195,0.3482108968797556,0.39244705689152193
2,summer,23232,8.81727668518616,6.098966376553226,0.3497323679994787,0.40155974397127814
2,fall,8736,9.991621054349515,6.587073774942224,0.39753726894255625,0.43271854145532973
