site_id,season,horizon_bin,n,rmse,mae,persistence_rmse,persistence_mae,rmse_skill_vs_persistence,mae_skill_vs_persistence
1,fall,0-6,2184,1.8135412190797164,1.296229752061753,5.085188089280126,3.637228032026202,0.6433679173238906,0.6436215324834451
1,fall,6-12,2184,2.742143388318753,2.089484862764362,9.139179258658967,7.427272920887051,0.6999573691783434,0.7186740160189493
1,fall,12-18,2184,2.926590430590629,2.2260149251615275,9.206600025278956,7.96839929704826,0.6821203894429035,0.720644656200134
1,fall,18-24,2184,3.07846246733009,2.3260912126549154,5.525098293166243,4.204445986984952,0.4428221356463996,0.4467544071548467
1,spring,0-6,13095,2.087807291066211,1.505433515351516,5.093658521757231,3.5623589165176615,0.5901163609322695,0.5774054353784392
1,spring,6-12,13065,3.1734890308724384,2.397807970729618,9.127361865957365,7.633225649707141,0.6523103742924109,0.685872253649201
1,spring,12-18,13035,3.569949516982299,2.687382500596333,8.898951726674177,7.429432920079591,0.5988348260973764,0.6382789198711086
1,spring,18-24,13005,3.75177738356062,2.8993650063945022,5.540098167921889,4.243163013975009,0.3227958657332014,0.31669723815810513
1,summer,0-6,5823,1.7441628618763705,1.2241861288111562,6.854145425447912,5.0758308533354555,0.7455316813966796,0.7588205430433694
1,summer,6-12,5853,2.243817317404677,1.6133839028137842,12.872995964203687,11.422909311070597,0.8256957957849032,0.8587589326958798
1,summer,12-18,5883,2.4454982481464764,1.842598445666661,12.502005669420262,11.192709527361378,0.8043915262230178,0.835375121532253
1,summer,18-24,5913,2.7425002094665127,2.0976364609202456,6.543394823855992,4.862009298069594,0.5808750223251284,0.5685659297786435
1,winter,0-6,2160,1.945941268912753,1.414431697259338,4.3026070698647665,3.0472564874507952,0.5477297282054818,0.5358343798481529
1,winter,6-12,2160,3.055521737088958,2.3729756934454027,6.557867530487916,4.961283337164679,0.5340677860777675,0.5217012349063834
1,winter,12-18,2160,3.478354815211867,2.690873082188881,6.735097564784465,5.419415738208746,0.4835479691639507,0.5034754275784197
1,winter,18-24,2160,3.6728705103443597,2.8553166692867373,4.451055036233835,3.4392648228265226,0.17483147693179713,0.16978865647800678
