site_id,season,rmse,mae
3,fall,17.235399304469343,13.773794884985305
3,spring,47.116736169591476,35.70139308797902
3,summer,44.53412709404363,38.3938461908294
3,winter,18.712054241298183,16.4899910080385
4,fall,29.182766624782996,25.382892586821637
4,spring,35.29273613291249,27.0746597456658
4,summer,26.824995637453743,23.130795612192376
4,winter,37.76210457867365,31.264569724101307
