site_id,season,rmse,mae,persistence_rmse,persistence_mae,rmse_skill_vs_persistence,mae_skill_vs_persistence
3,fall,5.721262339011584,3.3166817091823964,5.815992842594931,3.1017422765381775,0.016287933315454528,-0.0692963545907852
3,spring,30.006817253206524,20.671625190822557,27.534042241943897,17.285786287592746,-0.08980791812310551,-0.19587416197897056
3,summer,18.09180912867271,10.239939644569832,17.72567460089457,10.135863082966168,-0.020655604710224207,-0.010268149910052538
3,winter,8.27756778866491,5.117603369665593,9.080369076398188,5.280471085544571,0.08841064509370322,0.03084340643864758
4,fall,10.312192457520151,6.200991426974737,10.352561632305035,5.733489257993019,0.003899438247139897,-0.08153885844121467
4,spring,35.24874223595866,25.911086025603428,26.818135586348955,18.155779742536872,-0.31436214581229405,-0.42715357825677835
4,summer,15.714627797591458,9.871015928964628,14.196415643635676,9.524931866711052,-0.10694334345137357,-0.036334544655706624
4,winter,14.508793140039526,8.708982626113968,15.441166306165098,9.208174368289225,0.06038230193488103,0.054211803796239355
